week,season,analyst,position,player,rank
16,2024,Scott Pianowski,WR,Drake London,10
16,2024,Scott Pianowski,WR,Chris Olave,11
16,2024,Scott Pianowski,WR,Garrett Wilson,12
16,2024,Scott Pianowski,WR,Tee Higgins,13
16,2024,Scott Pianowski,WR,Amon-Ra St. Brown,14
16,2024,Scott Pianowski,WR,DeVonta Smith,15
16,2024,Scott Pianowski,WR,Puka Nacua,16
16,2024,Scott Pianowski,TE,Mark Andrews,1
16,2024,Scott Pianowski,TE,Isaiah Likely,2
16,2024,Scott Pianowski,TE,Foster Moreau,3
16,2024,Scott Pianowski,TE,Travis Kelce,4
16,2024,Scott Pianowski,TE,David Njoku,5
16,2024,Scott Pianowski,TE,Jake Ferguson,6
16,2024,Scott Pianowski,TE,Brock Bowers,7
16,2024,Scott Pianowski,TE,Sam LaPorta,8
16,2024,Scott Pianowski,TE,Dallas Goedert,9
16,2024,Scott Pianowski,TE,Pat Freiermuth,10
16,2024,Scott Pianowski,TE,Cole Kmet,11
16,2024,Scott Pianowski,TE,George Kittle,12
16,2024,Scott Pianowski,DST,SF DST,1
16,2024,Scott Pianowski,DST,MIA DST,2
16,2024,Scott Pianowski,DST,BUF DST,3
16,2024,Scott Pianowski,DST,NE DST,4
16,2024,Scott Pianowski,DST,DAL DST,5
16,2024,Scott Pianowski,DST,KC DST,6
16,2024,Scott Pianowski,DST,PHI DST,7
16,2024,Scott Pianowski,DST,CLE DST,8
16,2024,Scott Pianowski,DST,PIT DST,9
16,2024,Scott Pianowski,DST,BAL DST,10
16,2024,Jamey Eisenberg,QB,Tua Tagovailoa,1
16,2024,Jamey Eisenberg,QB,Jordan Love,2
16,2024,Jamey Eisenberg,QB,Trevor Lawrence,3
16,2024,Jamey Eisenberg,QB,Joe Burrow,4
16,2024,Jamey Eisenberg,QB,Lamar Jackson,5
16,2024,Jamey Eisenberg,QB,Brock Purdy,6
16,2024,Jamey Eisenberg,QB,Anthony Richardson,7
16,2024,Jamey Eisenberg,QB,Dak Prescott,8
16,2024,Jamey Eisenberg,QB,Kyler Murray,9
16,2024,Jamey Eisenberg,QB,Justin Herbert,10
16,2024,Jamey Eisenberg,QB,Josh Allen,11
16,2024,Jamey Eisenberg,QB,Jalen Hurts,12
16,2024,Jamey Eisenberg,RB,Bijan Robinson,1
16,2024,Jamey Eisenberg,RB,Josh Jacobs,2
16,2024,Jamey Eisenberg,RB,James Cook,3
16,2024,Jamey Eisenberg,RB,Travis Etienne,4
16,2024,Jamey Eisenberg,RB,Breece Hall,5
16,2024,Jamey Eisenberg,RB,Christian McCaffrey,6
16,2024,Jamey Eisenberg,RB,De'Von Achane,7
16,2024,Jamey Eisenberg,RB,Saquon Barkley,8
16,2024,Jamey Eisenberg,RB,Rhamondre Stevenson,9
16,2024,Jamey Eisenberg,RB,Aaron Jones,10
16,2024,Jamey Eisenberg,RB,Jonathan Taylor,11
16,2024,Jamey Eisenberg,RB,Najee Harris,12
16,2024,Jamey Eisenberg,RB,Tony Pollard,13
16,2024,Jamey Eisenberg,RB,Kyren Williams,14
16,2024,Jamey Eisenberg,RB,Derrick Henry,15
16,2024,Jamey Eisenberg,RB,David Montgomery,16
16,2024,Jamey Eisenberg,WR,Ja'Marr Chase,1
16,2024,Jamey Eisenberg,WR,Amon-Ra St. Brown,2
16,2024,Jamey Eisenberg,WR,Davante Adams,3
16,2024,Jamey Eisenberg,WR,Drake London,4
16,2024,Jamey Eisenberg,WR,Chris Olave,5
16,2024,Jamey Eisenberg,WR,Tyreek Hill,6
16,2024,Jamey Eisenberg,WR,Keenan Allen,7
16,2024,Jamey Eisenberg,WR,Tee Higgins,8
16,2024,Jamey Eisenberg,WR,Michael Pittman,9
16,2024,Jamey Eisenberg,WR,Garrett Wilson,10
16,2024,Jamey Eisenberg,WR,DK Metcalf,11
16,2024,Jamey Eisenberg,WR,DeVonta Smith,12
16,2024,Jamey Eisenberg,WR,Stefon Diggs,13
16,2024,Jamey Eisenberg,WR,CeeDee Lamb,14
16,2024,Jamey Eisenberg,WR,Puka Nacua,15
16,2024,Jamey Eisenberg,WR,Justin Jefferson,16
16,2024,Jamey Eisenberg,TE,Foster Moreau,1
16,2024,Jamey Eisenberg,TE,Sam LaPorta,2
16,2024,Jamey Eisenberg,TE,Cole Kmet,3
16,2024,Jamey Eisenberg,TE,Brock Bowers,4
16,2024,Jamey Eisenberg,TE,George Kittle,5
16,2024,Jamey Eisenberg,TE,Dallas Goedert,6
16,2024,Jamey Eisenberg,TE,Mark Andrews,7
16,2024,Jamey Eisenberg,TE,Pat Freiermuth,8
16,2024,Jamey Eisenberg,TE,Isaiah Likely,9
16,2024,Jamey Eisenberg,TE,David Njoku,10
16,2024,Jamey Eisenberg,TE,Travis Kelce,11
16,2024,Jamey Eisenberg,TE,Jake Ferguson,12
16,2024,Jamey Eisenberg,DST,MIA DST,1
16,2024,Jamey Eisenberg,DST,BAL DST,2
16,2024,Jamey Eisenberg,DST,DAL DST,3
16,2024,Jamey Eisenberg,DST,PHI DST,4
16,2024,Jamey Eisenberg,DST,BUF DST,5
16,2024,Jamey Eisenberg,DST,NE DST,6
16,2024,Jamey Eisenberg,DST,CLE DST,7
16,2024,Jamey Eisenberg,DST,SF DST,8
16,2024,Jamey Eisenberg,DST,PIT DST,9
16,2024,Jamey Eisenberg,DST,KC DST,10
16,2024,Michael Fabiano,QB,Trevor Lawrence,1
16,2024,Michael Fabiano,QB,Tua Tagovailoa,2
16,2024,Michael Fabiano,QB,Dak Prescott,3
16,2024,Michael Fabiano,QB,Justin Herbert,4
16,2024,Michael Fabiano,QB,Josh Allen,5
16,2024,Michael Fabiano,QB,Joe Burrow,6
16,2024,Michael Fabiano,QB,Jordan Love,7
16,2024,Michael Fabiano,QB,Jalen Hurts,8
16,2024,Michael Fabiano,QB,Kyler Murray,9
16,2024,Michael Fabiano,QB,Lamar Jackson,10
16,2024,Michael Fabiano,QB,Anthony Richardson,11
16,2024,Michael Fabiano,QB,Brock Purdy,12
16,2024,Michael Fabiano,RB,Tony Pollard,1
16,2024,Michael Fabiano,RB,Travis Etienne,2
16,2024,Michael Fabiano,RB,Christian McCaffrey,3
16,2024,Michael Fabiano,RB,Saquon Barkley,4
16,2024,Michael Fabiano,RB,Kyren Williams,5
16,2024,Michael Fabiano,RB,Najee Harris,6
16,2024,Michael Fabiano,RB,Bijan Robinson,7
16,2024,Michael Fabiano,RB,Breece Hall,8
16,2024,Michael Fabiano,RB,Jonathan Taylor,9
16,2024,Michael Fabiano,RB,Rhamondre Stevenson,10
16,2024,Michael Fabiano,RB,Derrick Henry,11
16,2024,Michael Fabiano,RB,David Montgomery,12
16,2024,Michael Fabiano,RB,Josh Jacobs,13
16,2024,Michael Fabiano,RB,James Cook,14
16,2024,Michael Fabiano,RB,De'Von Achane,15
16,2024,Michael Fabiano,RB,Aaron Jones,16
16,2024,Michael Fabiano,WR,Davante Adams,1
16,2024,Michael Fabiano,WR,Amon-Ra St. Brown,2
16,2024,Michael Fabiano,WR,CeeDee Lamb,3
16,2024,Michael Fabiano,WR,Drake London,4
16,2024,Michael Fabiano,WR,Ja'Marr Chase,5
16,2024,Michael Fabiano,WR,Tee Higgins,6
16,2024,Michael Fabiano,WR,DK Metcalf,7
16,2024,Michael Fabiano,WR,Stefon Diggs,8
16,2024,Michael Fabiano,WR,Garrett Wilson,9
16,2024,Michael Fabiano,WR,Keenan Allen,10
16,2024,Michael Fabiano,WR,Justin Jefferson,11
16,2024,Michael Fabiano,WR,Puka Nacua,12
16,2024,Michael Fabiano,WR,Tyreek Hill,13
16,2024,Michael Fabiano,WR,DeVonta Smith,14
16,2024,Michael Fabiano,WR,Michael Pittman,15
16,2024,Michael Fabiano,WR,Chris Olave,16
16,2024,Michael Fabiano,TE,Pat Freiermuth,1
16,2024,Michael Fabiano,TE,Travis Kelce,2
16,2024,Michael Fabiano,TE,Brock Bowers,3
16,2024,Michael Fabiano,TE,David Njoku,4
16,2024,Michael Fabiano,TE,Sam LaPorta,5
16,2024,Michael Fabiano,TE,George Kittle,6
16,2024,Michael Fabiano,TE,Mark Andrews,7
16,2024,Michael Fabiano,TE,Cole Kmet,8
16,2024,Michael Fabiano,TE,Jake Ferguson,9
16,2024,Michael Fabiano,TE,Isaiah Likely,10
16,2024,Michael Fabiano,TE,Foster Moreau,11
16,2024,Michael Fabiano,TE,Dallas Goedert,12
16,2024,Michael Fabiano,DST,MIA DST,1
16,2024,Michael Fabiano,DST,NE DST,2
16,2024,Michael Fabiano,DST,PIT DST,3
16,2024,Michael Fabiano,DST,PHI DST,4
16,2024,Michael Fabiano,DST,SF DST,5
16,2024,Michael Fabiano,DST,BAL DST,6
16,2024,Michael Fabiano,DST,DAL DST,7
16,2024,Michael Fabiano,DST,KC DST,8
16,2024,Michael Fabiano,DST,CLE DST,9
16,2024,Michael Fabiano,DST,BUF DST,10
16,2024,Andy Behrens,QB,Jalen Hurts,1
16,2024,Andy Behrens,QB,Joe Burrow,2
16,2024,Andy Behrens,QB,Tua Tagovailoa,3
16,2024,Andy Behrens,QB,Anthony Richardson,4
16,2024,Andy Behrens,QB,Jordan Love,5
16,2024,Andy Behrens,QB,Trevor Lawrence,6
16,2024,Andy Behrens,QB,Lamar Jackson,7
16,2024,Andy Behrens,QB,Justin Herbert,8
16,2024,Andy Behrens,QB,Kyler Murray,9
16,2024,Andy Behrens,QB,Brock Purdy,10
16,2024,Andy Behrens,QB,Dak Prescott,11
16,2024,Andy Behrens,QB,Josh Allen,12
16,2024,Andy Behrens,RB,Najee Harris,1
16,2024,Andy Behrens,RB,Travis Etienne,2
16,2024,Andy Behrens,RB,Kyren Williams,3
16,2024,Andy Behrens,RB,James Cook,4
16,2024,Andy Behrens,RB,Aaron Jones,5
16,2024,Andy Behrens,RB,Derrick Henry,6
16,2024,Andy Behrens,RB,Jonathan Taylor,7
16,2024,Andy Behrens,RB,Rhamondre Stevenson,8
16,2024,Andy Behrens,RB,Josh Jacobs,9
16,2024,Andy Behrens,RB,David Montgomery,10
16,2024,Andy Behrens,RB,Saquon Barkley,11
16,2024,Andy Behrens,RB,Tony Pollard,12
16,2024,Andy Behrens,RB,Breece Hall,13
16,2024,Andy Behrens,RB,De'Von Achane,14
16,2024,Andy Behrens,RB,Bijan Robinson,15
16,2024,Andy Behrens,RB,Christian McCaffrey,16
16,2024,Andy Behrens,WR,DeVonta Smith,1
16,2024,Andy Behrens,WR,Keenan Allen,2
16,2024,Andy Behrens,WR,Stefon Diggs,3
16,2024,Andy Behrens,WR,Davante Adams,4
16,2024,Andy Behrens,WR,Drake London,5
16,2024,Andy Behrens,WR,Michael Pittman,6
16,2024,Andy Behrens,WR,Ja'Marr Chase,7
16,2024,Andy Behrens,WR,DK Metcalf,8
16,2024,Andy Behrens,WR,Garrett Wilson,9
16,2024,Andy Behrens,WR,CeeDee Lamb,10
16,2024,Andy Behrens,WR,Chris Olave,11
16,2024,Andy Behrens,WR,Tee Higgins,12
16,2024,Andy Behrens,WR,Amon-Ra St. Brown,13
16,2024,Andy Behrens,WR,Puka Nacua,14
16,2024,Andy Behrens,WR,Justin Jefferson,15
16,2024,Andy Behrens,WR,Tyreek Hill,16
16,2024,Andy Behrens,TE,Sam LaPorta,1
16,2024,Andy Behrens,TE,Foster Moreau,2
16,2024,Andy Behrens,TE,David Njoku,3
16,2024,Andy Behrens,TE,Brock Bowers,4
16,2024,Andy Behrens,TE,Jake Ferguson,5
16,2024,Andy Behrens,TE,Pat Freiermuth,6
16,2024,Andy Behrens,TE,Isaiah Likely,7
16,2024,Andy Behrens,TE,Mark Andrews,8
16,2024,Andy Behrens,TE,George Kittle,9
16,2024,Andy Behrens,TE,Dallas Goedert,10
16,2024,Andy Behrens,TE,Cole Kmet,11
16,2024,Andy Behrens,TE,Travis Kelce,12
16,2024,Andy Behrens,DST,PHI DST,1
16,2024,Andy Behrens,DST,NE DST,2
16,2024,Andy Behrens,DST,CLE DST,3
16,2024,Andy Behrens,DST,BUF DST,4
16,2024,Andy Behrens,DST,MIA DST,5
16,2024,Andy Behrens,DST,KC DST,6
16,2024,Andy Behrens,DST,DAL DST,7
16,2024,Andy Behrens,DST,SF DST,8
16,2024,Andy Behrens,DST,BAL DST,9
16,2024,Andy Behrens,DST,PIT DST,10
16,2024,Adam Rank,QB,Jalen Hurts,1
16,2024,Adam Rank,QB,Jordan Love,2
16,2024,Adam Rank,QB,Josh Allen,3
16,2024,Adam Rank,QB,Anthony Richardson,4
16,2024,Adam Rank,QB,Lamar Jackson,5
16,2024,Adam Rank,QB,Justin Herbert,6
16,2024,Adam Rank,QB,Joe Burrow,7
16,2024,Adam Rank,QB,Trevor Lawrence,8
16,2024,Adam Rank,QB,Kyler Murray,9
16,2024,Adam Rank,QB,Brock Purdy,10
16,2024,Adam Rank,QB,Dak Prescott,11
16,2024,Adam Rank,QB,Tua Tagovailoa,12
16,2024,Adam Rank,RB,Christian McCaffrey,1
16,2024,Adam Rank,RB,James Cook,2
16,2024,Adam Rank,RB,Jonathan Taylor,3
16,2024,Adam Rank,RB,De'Von Achane,4
16,2024,Adam Rank,RB,Najee Harris,5
16,2024,Adam Rank,RB,Derrick Henry,6
16,2024,Adam Rank,RB,Breece Hall,7
16,2024,Adam Rank,RB,Rhamondre Stevenson,8
16,2024,Adam Rank,RB,Bijan Robinson,9
16,2024,Adam Rank,RB,Josh Jacobs,10
16,2024,Adam Rank,RB,Tony Pollard,11
16,2024,Adam Rank,RB,Saquon Barkley,12
16,2024,Adam Rank,RB,Kyren Williams,13
16,2024,Adam Rank,RB,David Montgomery,14
16,2024,Adam Rank,RB,Aaron Jones,15
16,2024,Adam Rank,RB,Travis Etienne,16
16,2024,Adam Rank,WR,Michael Pittman,1
16,2024,Adam Rank,WR,Chris Olave,2
16,2024,Adam Rank,WR,Tee Higgins,3
16,2024,Adam Rank,WR,Garrett Wilson,4
16,2024,Adam Rank,WR,DeVonta Smith,5
16,2024,Adam Rank,WR,Davante Adams,6
16,2024,Adam Rank,WR,Drake London,7
16,2024,Adam Rank,WR,Stefon Diggs,8
16,2024,Adam Rank,WR,Justin Jefferson,9
16,2024,Adam Rank,WR,Ja'Marr Chase,10
16,2024,Adam Rank,WR,Tyreek Hill,11
16,2024,Adam Rank,WR,Amon-Ra St. Brown,12
16,2024,Adam Rank,WR,CeeDee Lamb,13
16,2024,Adam Rank,WR,Keenan Allen,14
16,2024,Adam Rank,WR,DK Metcalf,15
16,2024,Adam Rank,WR,Puka Nacua,16
16,2024,Adam Rank,TE,Foster Moreau,1
16,2024,Adam Rank,TE,Travis Kelce,2
16,2024,Adam Rank,TE,Pat Freiermuth,3
16,2024,Adam Rank,TE,Mark Andrews,4
16,2024,Adam Rank,TE,Cole Kmet,5
16,2024,Adam Rank,TE,Isaiah Likely,6
16,2024,Adam Rank,TE,Sam LaPorta,7
16,2024,Adam Rank,TE,David Njoku,8
16,2024,Adam Rank,TE,Brock Bowers,9
16,2024,Adam Rank,TE,Jake Ferguson,10
16,2024,Adam Rank,TE,Dallas Goedert,11
16,2024,Adam Rank,TE,George Kittle,12
16,2024,Adam Rank,DST,DAL DST,1
16,2024,Adam Rank,DST,CLE DST,2
16,2024,Adam Rank,DST,BUF DST,3
16,2024,Adam Rank,DST,PHI DST,4
16,2024,Adam Rank,DST,MIA DST,5
16,2024,Adam Rank,DST,SF DST,6
16,2024,Adam Rank,DST,KC DST,7
16,2024,Adam Rank,DST,BAL DST,8
16,2024,Adam Rank,DST,PIT DST,9
16,2024,Adam Rank,DST,NE DST,10
17,2024,Justin Boone,QB,Tua Tagovailoa,1
17,2024,Justin Boone,QB,Justin Herbert,2
17,2024,Justin Boone,QB,Josh Allen,3
17,2024,Justin Boone,QB,Anthony Richardson,4
17,2024,Justin Boone,QB,Jalen Hurts,5
17,2024,Justin Boone,QB,Kyler Murray,6
17,2024,Justin Boone,QB,Lamar Jackson,7
17,2024,Justin Boone,QB,Brock Purdy,8
17,2024,Justin Boone,QB,Joe Burrow,9
17,2024,Justin Boone,QB,Trevor Lawrence,10
17,2024,Justin Boone,QB,Dak Prescott,11
17,2024,Justin Boone,QB,Jordan Love,12
17,2024,Justin Boone,RB,Christian McCaffrey,1
17,2024,Justin Boone,RB,Bijan Robinson,2
17,2024,Justin Boone,RB,Saquon Barkley,3
17,2024,Justin Boone,RB,Tony Pollard,4
17,2024,Justin Boone,RB,James Cook,5
17,2024,Justin Boone,RB,Kyren Williams,6
17,2024,Justin Boone,RB,Jonathan Taylor,7
17,2024,Justin Boone,RB,De'Von Achane,8
17,2024,Justin Boone,RB,Josh Jacobs,9
17,2024,Justin Boone,RB,Breece Hall,10
17,2024,Justin Boone,RB,David Montgomery,11
17,2024,Justin Boone,RB,Najee Harris,12
17,2024,Justin Boone,RB,Derrick Henry,13
17,2024,Justin Boone,RB,Travis Etienne,14
17,2024,Justin Boone,RB,Aaron Jones,15
17,2024,Justin Boone,RB,Rhamondre Stevenson,16
17,2024,Justin Boone,WR,Ja'Marr Chase,1
17,2024,Justin Boone,WR,Davante Adams,2
17,2024,Justin Boone,WR,Tee Higgins,3
17,2024,Justin Boone,WR,Garrett Wilson,4
17,2024,Justin Boone,WR,Drake London,5
17,2024,Justin Boone,WR,Chris Olave,6
17,2024,Justin Boone,WR,DeVonta Smith,7
17,2024,Justin Boone,WR,Amon-Ra St. Brown,8
17,2024,Justin Boone,WR,DK Metcalf,9
17,2024,Justin Boone,WR,Stefon Diggs,10
17,2024,Justin Boone,WR,Justin Jefferson,11
17,2024,Justin Boone,WR,CeeDee Lamb,12
17,2024,Justin Boone,WR,Keenan Allen,13
17,2024,Justin Boone,WR,Tyreek Hill,14
17,2024,Justin Boone,WR,Michael Pittman,15
17,2024,Justin Boone,WR,Puka Nacua,16
17,2024,Justin Boone,TE,Isaiah Likely,1
17,2024,Justin Boone,TE,Brock Bowers,2
17,2024,Justin Boone,TE,Dallas Goedert,3
17,2024,Justin Boone,TE,Cole Kmet,4
17,2024,Justin Boone,TE,Jake Ferguson,5
17,2024,Justin Boone,TE,Foster Moreau,6
17,2024,Justin Boone,TE,George Kittle,7
17,2024,Justin Boone,TE,Pat Freiermuth,8
17,2024,Justin Boone,TE,Sam LaPorta,9
17,2024,Justin Boone,TE,Travis Kelce,10
17,2024,Justin Boone,TE,Mark Andrews,11
17,2024,Justin Boone,TE,David Njoku,12
17,2024,Justin Boone,DST,NE DST,1
17,2024,Justin Boone,DST,CLE DST,2
17,2024,Justin Boone,DST,BUF DST,3
17,2024,Justin Boone,DST,PIT DST,4
17,2024,Justin Boone,DST,DAL DST,5
17,2024,Justin Boone,DST,BAL DST,6
17,2024,Justin Boone,DST,PHI DST,7
17,2024,Justin Boone,DST,KC DST,8
17,2024,Justin Boone,DST,SF DST,9
17,2024,Justin Boone,DST,MIA DST,10
17,2024,Dave Richard,QB,Justin Herbert,1
17,2024,Dave Richard,QB,Dak Prescott,2
17,2024,Dave Richard,QB,Trevor Lawrence,3
17,2024,Dave Richard,QB,Tua Tagovailoa,4
17,2024,Dave Richard,QB,Anthony Richardson,5
17,2024,Dave Richard,QB,Jalen Hurts,6
17,2024,Dave Richard,QB,Kyler Murray,7
17,2024,Dave Richard,QB,Brock Purdy,8
17,2024,Dave Richard,QB,Jordan Love,9
17,2024,Dave Richard,QB,Lamar Jackson,10
17,2024,Dave Richard,QB,Josh Allen,11
17,2024,Dave Richard,QB,Joe Burrow,12
17,2024,Dave Richard,RB,De'Von Achane,1
17,2024,Dave Richard,RB,David Montgomery,2
17,2024,Dave Richard,RB,Najee Harris,3
17,2024,Dave Richard,RB,Kyren Williams,4
17,2024,Dave Richard,RB,Josh Jacobs,5
17,2024,Dave Richard,RB,Derrick Henry,6
17,2024,Dave Richard,RB,Saquon Barkley,7
17,2024,Dave Richard,RB,Rhamondre Stevenson,8
17,2024,Dave Richard,RB,Aaron Jones,9
17,2024,Dave Richard,RB,Breece Hall,10
17,2024,Dave Richard,RB,James Cook,11
17,2024,Dave Richard,RB,Tony Pollard,12
17,2024,Dave Richard,RB,Christian McCaffrey,13
17,2024,Dave Richard,RB,Bijan Robinson,14
17,2024,Dave Richard,RB,Travis Etienne,15
17,2024,Dave Richard,RB,Jonathan Taylor,16
17,2024,Dave Richard,WR,Amon-Ra St. Brown,1
17,2024,Dave Richard,WR,Stefon Diggs,2
17,2024,Dave Richard,WR,DK Metcalf,3
17,2024,Dave Richard,WR,Davante Adams,4
17,2024,Dave Richard,WR,DeVonta Smith,5
17,2024,Dave Richard,WR,Keenan Allen,6
17,2024,Dave Richard,WR,Tee Higgins,7
17,2024,Dave Richard,WR,Tyreek Hill,8
17,2024,Dave Richard,WR,Justin Jefferson,9
17,2024,Dave Richard,WR,Garrett Wilson,10
17,2024,Dave Richard,WR,Puka Nacua,11
17,2024,Dave Richard,WR,Chris Olave,12
17,2024,Dave Richard,WR,Drake London,13
17,2024,Dave Richard,WR,Ja'Marr Chase,14
17,2024,Dave Richard,WR,CeeDee Lamb,15
17,2024,Dave Richard,WR,Michael Pittman,16
17,2024,Dave Richard,TE,Foster Moreau,1
17,2024,Dave Richard,TE,Mark Andrews,2
17,2024,Dave Richard,TE,Jake Ferguson,3
17,2024,Dave Richard,TE,Isaiah Likely,4
17,2024,Dave Richard,TE,Pat Freiermuth,5
17,2024,Dave Richard,TE,Dallas Goedert,6
17,2024,Dave Richard,TE,Sam LaPorta,7
17,2024,Dave Richard,TE,David Njoku,8
17,2024,Dave Richard,TE,Cole Kmet,9
17,2024,Dave Richard,TE,Brock Bowers,10
17,2024,Dave Richard,TE,Travis Kelce,11
17,2024,Dave Richard,TE,George Kittle,12
17,2024,Dave Richard,DST,PHI DST,1
17,2024,Dave Richard,DST,BAL DST,2
17,2024,Dave Richard,DST,BUF DST,3
17,2024,Dave Richard,DST,CLE DST,4
17,2024,Dave Richard,DST,PIT DST,5
17,2024,Dave Richard,DST,SF DST,6
17,2024,Dave Richard,DST,MIA DST,7
17,2024,Dave Richard,DST,NE DST,8
17,2024,Dave Richard,DST,KC DST,9
17,2024,Dave Richard,DST,DAL DST,10
17,2024,Sal Vetri,QB,Justin Herbert,1
17,2024,Sal Vetri,QB,Tua Tagovailoa,2
17,2024,Sal Vetri,QB,Josh Allen,3
17,2024,Sal Vetri,QB,Lamar Jackson,4
17,2024,Sal Vetri,QB,Joe Burrow,5
17,2024,Sal Vetri,QB,Kyler Murray,6
17,2024,Sal Vetri,QB,Jordan Love,7
17,2024,Sal Vetri,QB,Brock Purdy,8
17,2024,Sal Vetri,QB,Trevor Lawrence,9
17,2024,Sal Vetri,QB,Dak Prescott,10
17,2024,Sal Vetri,QB,Jalen Hurts,11
17,2024,Sal Vetri,QB,Anthony Richardson,12
17,2024,Sal Vetri,RB,Derrick Henry,1
17,2024,Sal Vetri,RB,Breece Hall,2
17,2024,Sal Vetri,RB,Jonathan Taylor,3
17,2024,Sal Vetri,RB,Bijan Robinson,4
17,2024,Sal Vetri,RB,Aaron Jones,5
17,2024,Sal Vetri,RB,Saquon Barkley,6
17,2024,Sal Vetri,RB,Josh Jacobs,7
17,2024,Sal Vetri,RB,Najee Harris,8
17,2024,Sal Vetri,RB,Christian McCaffrey,9
17,2024,Sal Vetri,RB,David Montgomery,10
17,2024,Sal Vetri,RB,De'Von Achane,11
17,2024,Sal Vetri,RB,Travis Etienne,12
17,2024,Sal Vetri,RB,Rhamondre Stevenson,13
17,2024,Sal Vetri,RB,James Cook,14
17,2024,Sal Vetri,RB,Tony Pollard,15
17,2024,Sal Vetri,RB,Kyren Williams,16
17,2024,Sal Vetri,WR,DeVonta Smith,1
17,2024,Sal Vetri,WR,Garrett Wilson,2
17,2024,Sal Vetri,WR,DK Metcalf,3
17,2024,Sal Vetri,WR,Tee Higgins,4
17,2024,Sal Vetri,WR,Amon-Ra St. Brown,5
17,2024,Sal Vetri,WR,Chris Olave,6
17,2024,Sal Vetri,WR,Michael Pittman,7
17,2024,Sal Vetri,WR,Ja'Marr Chase,8
17,2024,Sal Vetri,WR,Stefon Diggs,9
17,2024,Sal Vetri,WR,Drake London,10
17,2024,Sal Vetri,WR,Puka Nacua,11
17,2024,Sal Vetri,WR,Justin Jefferson,12
17,2024,Sal Vetri,WR,Tyreek Hill,13
17,2024,Sal Vetri,WR,CeeDee Lamb,14
17,2024,Sal Vetri,WR,Keenan Allen,15
17,2024,Sal Vetri,WR,Davante Adams,16
17,2024,Sal Vetri,TE,Dallas Goedert,1
17,2024,Sal Vetri,TE,Brock Bowers,2
17,2024,Sal Vetri,TE,Pat Freiermuth,3
17,2024,Sal Vetri,TE,Travis Kelce,4
17,2024,Sal Vetri,TE,Jake Ferguson,5
17,2024,Sal Vetri,TE,Sam LaPorta,6
17,2024,Sal Vetri,TE,George Kittle,7
17,2024,Sal Vetri,TE,Isaiah Likely,8
17,2024,Sal Vetri,TE,Cole Kmet,9
17,2024,Sal Vetri,TE,Mark Andrews,10
17,2024,Sal Vetri,TE,David Njoku,11
17,2024,Sal Vetri,TE,Foster Moreau,12
17,2024,Sal Vetri,DST,PIT DST,1
17,2024,Sal Vetri,DST,KC DST,2
17,2024,Sal Vetri,DST,CLE DST,3
17,2024,Sal Vetri,DST,PHI DST,4
17,2024,Sal Vetri,DST,MIA DST,5
17,2024,Sal Vetri,DST,DAL DST,6
17,2024,Sal Vetri,DST,NE DST,7
17,2024,Sal Vetri,DST,BUF DST,8
17,2024,Sal Vetri,DST,BAL DST,9
17,2024,Sal Vetri,DST,SF DST,10
17,2024,Jake Ciely,QB,Jalen Hurts,1
17,2024,Jake Ciely,QB,Kyler Murray,2
17,2024,Jake Ciely,QB,Tua Tagovailoa,3
17,2024,Jake Ciely,QB,Justin Herbert,4
17,2024,Jake Ciely,QB,Lamar Jackson,5
17,2024,Jake Ciely,QB,Trevor Lawrence,6
17,2024,Jake Ciely,QB,Josh Allen,7
17,2024,Jake Ciely,QB,Dak Prescott,8
17,2024,Jake Ciely,QB,Jordan Love,9
17,2024,Jake Ciely,QB,Brock Purdy,10
17,2024,Jake Ciely,QB,Joe Burrow,11
17,2024,Jake Ciely,QB,Anthony Richardson,12
17,2024,Jake Ciely,RB,Jonathan Taylor,1
17,2024,Jake Ciely,RB,Aaron Jones,2
17,2024,Jake Ciely,RB,James Cook,3
17,2024,Jake Ciely,RB,Derrick Henry,4
17,2024,Jake Ciely,RB,Kyren Williams,5
17,2024,Jake Ciely,RB,Saquon Barkley,6
17,2024,Jake Ciely,RB,Josh Jacobs,7
17,2024,Jake Ciely,RB,Travis Etienne,8
17,2024,Jake Ciely,RB,David Montgomery,9
17,2024,Jake Ciely,RB,Breece Hall,10
17,2024,Jake Ciely,RB,Najee Harris,11
17,2024,Jake Ciely,RB,De'Von Achane,12
17,2024,Jake Ciely,RB,Bijan Robinson,13
17,2024,Jake Ciely,RB,Rhamondre Stevenson,14
17,2024,Jake Ciely,RB,Christian McCaffrey,15
17,2024,Jake Ciely,RB,Tony Pollard,16
17,2024,Jake Ciely,WR,Garrett Wilson,1
17,2024,Jake Ciely,WR,Puka Nacua,2
17,2024,Jake Ciely,WR,Tyreek Hill,3
17,2024,Jake Ciely,WR,CeeDee Lamb,4
17,2024,Jake Ciely,WR,DeVonta Smith,5
17,2024,Jake Ciely,WR,Davante Adams,6
17,2024,Jake Ciely,WR,Drake London,7
17,2024,Jake Ciely,WR,Stefon Diggs,8
17,2024,Jake Ciely,WR,Michael Pittman,9
17,2024,Jake Ciely,WR,Chris Olave,10
17,2024,Jake Ciely,WR,Amon-Ra St. Brown,11
17,2024,Jake Ciely,WR,Tee Higgins,12
17,2024,Jake Ciely,WR,Ja'Marr Chase,13
17,2024,Jake Ciely,WR,DK Metcalf,14
17,2024,Jake Ciely,WR,Justin Jefferson,15
